,ticker,5 YR Open,5 YR Close,Percentage Change,Annualized % Change,eps 2019,eps 2020,eps 2021,eps 2022,eps 2023,AVG Annual EPS,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
0,dis,111.0300,122.3600,10.204449247951002,2.0408898495902004,5.87,2.01,2.28,3.53,3.77,3.492,Walt Disney Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/ef50b4a2b263c847211b567a01edb702cae8b9ef46ca1f6856ca4432a70e9f52.png,https://thewaltdisneycompany.com/,A,High,BB,Medium,BB,Medium,510,316,321,1147,19-04-2022,BBB,High,1744489
1,gm,37.1000,45.3500,22.237196765498652,4.44743935309973,4.3,4.88,7.09,7.6,7.64,6.302,General Motors Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Automobiles,https://static.finnhub.io/logo/9253db78-80c9-11ea-920d-00000000092a.png,https://www.gm.com/,A,High,BB,Medium,B,Medium,510,303,255,1068,17-04-2022,BBB,High,1467858
2,gww,300.9300,1017.3000,238.05203868009167,47.61040773601833,17.29,16.17,19.84,29.67,36.65,23.924,WW Grainger Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Trading Companies and Distributors,https://static.finnhub.io/logo/f153dcda-80eb-11ea-bc2e-00000000092a.png,https://www.grainger.com/,B,Medium,BB,Medium,B,Medium,255,385,240,880,19-04-2022,BB,Medium,277135
3,mhk,126.1500,130.8900,3.7574316290130647,0.751486325802613,10.02,8.83,14.84,12.85,9.19,11.145999999999997,Mohawk Industries Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/26868a62-80ec-11ea-9712-00000000092a.png,https://mohawkind.com/,A,High,B,Medium,BB,Medium,570,298,303,1171,18-04-2022,BBB,High,851968
4,lyv,63.5400,105.7700,66.4620711362921,13.29241422725842,-0.07,-8.1,-3.01,0.79,1.3,-1.818,Live Nation Entertainment Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/1cd144d2-80ec-11ea-b50a-00000000092a.png,https://www.livenationentertainment.com/,BBB,High,BB,Medium,B,Medium,492,310,250,1052,18-04-2022,BBB,High,1335258
5,lvs,60.9600,51.7000,-15.190288713910757,-3.0380577427821516,3.26,-2.12,-1.18,-1.2,1.86,0.12400000000000003,Las Vegas Sands Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/7256a9be-8279-11ea-874d-00000000092a.png,https://www.sands.com/,A,High,BB,Medium,BB,Medium,547,318,313,1178,18-04-2022,BBB,High,1300514
6,clx,160.4600,153.1100,-4.58058083011342,-0.916116166022684,6.34,7.35,7.82,4.11,5.09,6.1419999999999995,Clorox Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/a67c34fe-80eb-11ea-a87f-00000000092a.png,https://www.thecloroxcompany.com/,A,High,BB,Medium,BB,Medium,560,350,345,1255,16-04-2022,A,High,21076
7,aacg,0.9900,1.0600,7.070707070707077,1.4141414141414155,-0.7626,-0.6251,-0.2008,-0.1606,0.0481,-0.3402,ATA Creativity Global,CNY,NASDAQ NMS - GLOBAL MARKET,Diversified Consumer Services,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/AACG.svg,http://www.ata.net.cn,B,Medium,B,Medium,B,Medium,203,200,205,608,01-07-2022,B,Medium,1420529
8,aal,31.7600,15.3500,-51.66876574307305,-10.33375314861461,4.91,-19.87,-8.42,0.3,2.64,-4.088,American Airlines Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Airlines,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/AAL.png,https://americanairlines.gcs-web.com/,B,Medium,B,Medium,B,Medium,270,211,265,746,16-04-2022,B,Medium,6201
9,aame,2.5500,2.8000,9.803921568627452,1.9607843137254903,-0.22,0.55,0.19,0.0479,-0.1893,0.07572000000000001,Atlantic American Corp,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,https://static.finnhub.io/logo/6b536b3e-826a-11ea-bc66-00000000092a.png,http://www.atlam.com/,B,Medium,B,Medium,BB,Medium,220,221,300,741,16-04-2022,B,Medium,8177
10,aaoi,12.2000,13.8600,13.606557377049183,2.721311475409837,-0.86,-0.94,-0.76,-1.02,-0.47,-0.8099999999999999,Applied Optoelectronics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,https://static.finnhub.io/logo/7afdb95a-80ce-11ea-849c-00000000092a.png,http://ao-inc.com/,BB,Medium,B,Medium,B,Medium,311,256,218,785,16-04-2022,BB,Medium,1158114
11,aaon,46.1800,88.1000,90.77522737115633,18.155045474231265,1.05,1.4,1.15,1.85,2.42,1.574,Aaon Inc,USD,NASDAQ NMS - GLOBAL MARKET,Building,https://static.finnhub.io/logo/8819421c-80df-11ea-80b9-00000000092a.png,https://www.aaon.com/,A,High,BB,Medium,B,Medium,500,300,223,1023,16-04-2022,BBB,High,824142
12,aapl,189.9500,171.4800,-9.723611476704395,-1.944722295340879,2.98,3.27,5.62,6.11,6.12,4.82,Apple Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png,https://www.apple.com/,BB,Medium,B,Medium,B,Medium,355,281,255,891,16-04-2022,BB,Medium,320193
13,aadi,0.9010,2.3400,159.7114317425083,31.94228634850166,-8.25,-3.17,-4.83,-2.73,-2.44,-4.284000000000001,Aadi Bioscience Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/358b0921e9d761a529cffa812e99b140f4bb9c2e1e63bfeee3a4ea7165257e7b.png,https://aadibio.com/,B,Medium,B,Medium,B,Medium,200,201,203,604,11-06-2022,B,Medium,1422142
14,abeo,7.3600,7.2500,-1.4945652173913087,-0.29891304347826175,-38.25,-13.75,-15.75,-5.53,-2.71,-15.198000000000002,Abeona Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/33b2a5a8-80d1-11ea-8de8-00000000092a.png,https://abeonatherapeutics.com/,B,Medium,BB,Medium,BB,Medium,205,306,310,821,16-04-2022,BB,Medium,318306
15,abio,0.3736,1.7600,371.0920770877945,74.2184154175589,-4.53,-2.44,-1.55,-1.01,-0.3666,-1.97932,ARCA Biopharma Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/52ec4c2e0c249a506cbce41ef284e287901cccb0a08db285aa9a9d4091ba8434.png,http://arcabio.com/,B,Medium,B,Medium,B,Medium,200,222,290,712,16-04-2022,B,Medium,907654
16,abus,3.5800,2.5800,-27.932960893854748,-5.58659217877095,-2.4,-1,-0.83,-0.47,-0.44,-1.028,Arbutus Biopharma Corp,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/0068df02-80ca-11ea-abb6-00000000092a.png,https://www.arbutusbio.com/,B,Medium,B,Medium,BB,Medium,203,204,338,745,16-04-2022,B,Medium,1447028
17,acad,26.8500,18.4900,-31.13594040968344,-6.227188081936688,-1.6,-1.8,-1.05,-0.97,-0.38,-1.1600000000000001,ACADIA Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/2d87da57d47f7a5c0225c54f67d806d3a906cec1ea63d739dad084772cf5079c.png,https://acadia.com/,B,Medium,B,Medium,BB,Medium,230,230,305,765,16-04-2022,BB,Medium,1070494
18,acet,6.8200,2.3500,-65.5425219941349,-13.10850439882698,-16.52,-5.68,-2.07,-1.71,-3.32,-5.859999999999999,Adicet Bio Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/ea701be36180b02128c519975a35fcca2ef8ef5cd412e65e7ff39eb054703270.png,https://www.adicetbio.com/,B,Medium,B,Medium,BB,Medium,215,211,305,731,16-04-2022,B,Medium,1720580
19,abcb,34.3500,48.3800,40.84425036390102,8.168850072780204,3.8,4.11,5.41,4.99,4.01,4.464,Ameris Bancorp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/8cea9450-80df-11ea-80b8-00000000092a.png,https://www.amerisbank.com/,B,Medium,BB,Medium,B,Medium,290,300,250,840,16-04-2022,BB,Medium,351569
20,achc,29.3100,79.2200,170.2831798021153,34.056635960423066,2.03,2.77,2.57,3.85,3.43,2.9299999999999997,Acadia Healthcare Company Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/4b6b2e5a4cfce5b1377719219ab5a354a629c9b9fb43067b5993423152fef1fb.png,https://www.acadiahealthcare.com/,BB,Medium,B,Medium,B,Medium,330,231,220,781,16-04-2022,BB,Medium,1520697
21,aciw,32.8700,33.2100,1.0343778521448233,0.20687557042896465,0.57,0.6,1.08,1.17,1.11,0.906,ACI Worldwide Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/875c5a76-80df-11ea-ab99-00000000092a.png,https://www.aciworldwide.com/,A,High,BB,Medium,BB,Medium,500,327,300,1127,16-04-2022,BBB,High,935036
22,acls,20.1200,111.5200,454.2743538767395,90.8548707753479,0.51,1.36,2.9,5.46,7.43,3.532000000000001,Axcelis Technologies Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/88b5f730-80df-11ea-94d0-00000000092a.png,https://www.axcelis.com/,A,High,BB,Medium,B,Medium,515,306,260,1081,16-04-2022,BBB,High,1113232
23,aciu,5.0500,2.9600,-41.386138613861384,-8.277227722772277,0.69,-0.84,-0.99,-0.85,-0.64,-0.526,AC Immune SA,CHF,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/f93a1c3e-80db-11ea-a2b4-00000000092a.png,https://www.acimmune.com/,B,Medium,B,Medium,BB,Medium,250,296,305,851,16-04-2022,BB,Medium,1651625
24,achv,3.2300,4.5450,40.71207430340557,8.142414860681114,-42.6,-6.13,-4.3,-4.06,-1.53,-11.724,Achieve Life Sciences Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/bf32de26-80e0-11ea-962e-00000000092a.png,http://achievelifesciences.com/,B,Medium,B,Medium,BB,Medium,215,222,305,742,10-06-2022,B,Medium,949858
25,acmr,15.4300,29.1400,88.85288399222296,17.77057679844459,0.4,0.38,0.64,0.85,1.63,0.78,ACM Research Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/bd3e9ce4b1a48aa839d6a0ff155fc165309d14773a651b8fb39fe880212870b2.png,https://www.acmrcsh.com/,BBB,High,B,Medium,BB,Medium,410,232,325,967,10-06-2022,BBB,High,1680062
26,acor,13.2900,13.2110,-0.5944319036869741,-0.11888638073739481,-10.32,-9.04,-7.49,-4.8421,-43.3093,-15.000279999999998,Acorda Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/8d3dceec-80df-11ea-98bc-00000000092a.png,http://www.acorda.com/,B,Medium,BB,Medium,BB,Medium,230,307,310,847,16-04-2022,BB,Medium,1008848
27,acnb,37.0000,37.6000,1.6216216216216255,0.3243243243243251,3.38,2.13,3.2,4.15,3.72,3.316,ACNB Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/fa34ff3a5a42ae240b90281cb94d9f9dc73fe2b24a600c551b6d7f0e200dd0e8.png,https://www.acnb.com/,B,Medium,B,Medium,B,Medium,220,219,215,654,16-04-2022,B,Medium,715579
28,acrs,5.9900,1.2400,-79.29883138564273,-15.859766277128546,-3.46,-1.2,-1.63,-1.33,-1.25,-1.7740000000000002,Aclaris Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,https://static.finnhub.io/logo/a0e2bf10-80d2-11ea-bde8-00000000092a.png,https://www.aclaristx.com/,B,Medium,B,Medium,B,Medium,230,207,220,657,16-04-2022,B,Medium,1557746
29,actg,3.2600,5.3300,63.496932515337434,12.699386503067487,-0.33,-0.7131,-0.31,-2.08,0.61,-0.56462,Acacia Research Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/9a284398-80df-11ea-8a34-00000000092a.png,http://acaciaresearch.com/,B,Medium,B,Medium,B,Medium,200,200,275,675,16-04-2022,B,Medium,934549
30,adbe,266.4900,504.6000,89.35044466959361,17.870088933918723,7.82,10.03,12.48,13.72,16.07,12.024,Adobe Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/9b4b19c2-80df-11ea-becf-00000000092a.png,https://www.adobe.com/,B,Medium,B,Medium,B,Medium,200,221,200,621,16-04-2022,B,Medium,796343
31,adap,4.3000,1.5800,-63.25581395348837,-12.651162790697674,-1.31,-0.96,-1.02,-1,-0.66,-0.99,Adaptimmune Therapeutics PLC,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/c2ef9c38-80d1-11ea-b201-00000000092a.png,https://www.adaptimmune.com/,BB,Medium,B,Medium,BB,Medium,365,283,305,953,16-04-2022,BBB,High,1621227
32,adma,3.7900,6.6000,74.14248021108179,14.828496042216358,-0.94,-0.86,-0.52,-0.31,-0.13,-0.5519999999999999,ADMA Biologics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/cba1b436-80d0-11ea-bae6-00000000092a.png,https://www.admabiologics.com/,B,Medium,B,Medium,BB,Medium,240,264,320,824,16-04-2022,BB,Medium,1368514
33,adi,105.2700,197.7900,87.88828726132802,17.577657452265605,5.14,4.91,6.43,9.59,10.08,7.2299999999999995,Analog Devices Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/638498fa-80eb-11ea-8d04-00000000092a.png,https://www.analog.com/,BB,Medium,BB,Medium,BB,Medium,350,318,300,968,16-04-2022,BBB,High,6281
34,adil,3.4300,1.3300,-61.224489795918366,-12.244897959183673,-0.84,-0.86,-1.05,-0.515,-1.68,-0.9890000000000001,Adial Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,https://static.finnhub.io/logo/e0366ab8-80da-11ea-9da8-00000000092a.png,https://www.adialpharma.com/,B,Medium,B,Medium,BB,Medium,200,203,300,703,10-06-2022,B,Medium,1513525
35,adus,63.5900,103.3400,62.509828589400854,12.501965717880172,2.43,3.08,3.52,3.73,4.51,3.4539999999999997,Addus Homecare Corp,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/20ba9a37b3127f14370410e76dcf5f2e7db9e068cc08f2da0e740aa7aaa6bf52.png,https://addus.com/,B,Medium,B,Medium,B,Medium,210,215,218,643,16-04-2022,B,Medium,1468328
36,acgl,32.3200,92.4400,186.0148514851485,37.2029702970297,2.81,1.35,3.6,4.86,8.45,4.214,Arch Capital Group Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,https://static.finnhub.io/logo/8c4d69f6-80df-11ea-8233-00000000092a.png,https://www.archgroup.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,16-04-2022,BBB,High,947484
37,adsk,155.8200,260.4200,67.12873828776796,13.425747657553591,1,2.8,4.05,5.07,6.64,3.9120000000000004,Autodesk Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/99d251e4-80df-11ea-ad7f-00000000092a.png,https://www.autodesk.com/,A,High,BB,Medium,BB,Medium,555,304,310,1169,16-04-2022,BBB,High,769397
38,adp,159.7400,249.7400,56.34155502691874,11.268311005383747,5.45,5.92,6.02,7.01,8.23,6.526000000000001,Automatic Data Processing Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/987cc1f6-80df-11ea-96e8-00000000092a.png,https://www.adp.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,25-07-2022,BBB,High,8670
39,advm,5.2400,14.1400,169.84732824427482,33.969465648854964,-1,-1.37,-1.48,-1.55,-3.23,-1.7259999999999998,Adverum Biotechnologies Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/2a8c64fe-80d0-11ea-9f54-00000000092a.png,https://adverum.com/,B,Medium,BB,Medium,B,Medium,262,321,235,818,16-04-2022,BB,Medium,1501756
40,aehr,1.3800,12.4000,798.5507246376811,159.71014492753622,-0.13,0,-0.14,0.4,0.6,0.146,Aehr Test Systems,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/9a8fe21e-80df-11ea-8837-00000000092a.png,https://www.aehr.com/,B,Medium,B,Medium,BB,Medium,290,262,300,852,16-04-2022,BB,Medium,1040470
41,aehl,1.6300,1.5500,-4.907975460122691,-0.9815950920245381,-10.54,-11.4495,-62.9379,2.7641,-8.0203,-18.036720000000003,Antelope Enterprise Holdings Ltd,CNY,NASDAQ NMS - GLOBAL MARKET,Building,https://static.finnhub.io/logo/9a75e4385b34c0cb39ac72f06791b387f2ee941735bc144041b63d26403c5301.png,https://www.aehltd.com/,B,Medium,B,Medium,BB,Medium,238,237,325,800,10-06-2022,BB,Medium,1470683
42,aeis,49.6800,101.9800,105.27375201288245,21.05475040257649,2.44,5.24,4.79,6.5,4.87,4.768,Advanced Energy Industries Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/9ae27426-80df-11ea-a9fa-00000000092a.png,https://www.advancedenergy.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,16-04-2022,BBB,High,927003
43,aep,83.7500,86.1000,2.805970149253725,0.561194029850745,4.25,4.44,4.74,5.09,5.24,4.752000000000001,American Electric Power Company Inc,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,https://static.finnhub.io/logo/65ca8abe-80eb-11ea-9cac-00000000092a.png,https://www.aep.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,20-04-2022,BBB,High,4904
44,aemd,0.9500,1.6800,76.8421052631579,15.36842105263158,-5.1,-3.16,-0.65,-0.71,-0.59,-2.042,Aethlon Medical Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/63fe5910-80d2-11ea-bdd5-00000000092a.png,https://www.aethlonmedical.com/,B,Medium,B,Medium,BB,Medium,200,262,315,777,16-04-2022,BB,Medium,882291
46,aeye,9.0100,10.0100,11.098779134295228,2.2197558268590454,-0.98,-0.77,-1.23,-0.92,-0.49,-0.8780000000000001,AudioEye Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/d47b30ac-80da-11ea-acae-00000000092a.png,https://www.audioeye.com/,B,Medium,BB,Medium,BB,Medium,235,301,308,844,16-04-2022,BB,Medium,1362190
47,afmd,4.2000,5.3000,26.19047619047618,5.2380952380952355,-0.5,-0.55,-0.66,-0.6,-3.49,-1.16,Affimed NV,EUR,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/29cc761a-80d0-11ea-ab42-00000000092a.png,https://www.affimed.com/,BB,Medium,BB,Medium,BB,Medium,368,304,310,982,16-04-2022,BBB,High,1608390
48,agen,2.9700,0.5800,-80.47138047138047,-16.094276094276093,-0.81,-1.07,-0.21,-0.79,-0.71,-0.7180000000000001,Agenus Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/9ccb30fe-80df-11ea-993b-00000000092a.png,https://agenusbio.com/,B,Medium,B,Medium,BB,Medium,290,245,300,835,16-04-2022,BB,Medium,1098972
49,agmh,20.6500,1.5200,-92.63922518159806,-18.52784503631961,0.3894,-0.0757,-0.1324,-0.1119,0.1194,0.03776,AGM Group Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/7f908b9c-80db-11ea-96c9-00000000092a.png,http://www.agmprime.com/,B,Medium,B,Medium,B,Medium,205,204,210,619,10-06-2022,B,Medium,1705402
50,agio,67.4400,29.2400,-56.642941874258604,-11.328588374851721,-6.87,-4.74,22.21,-4.24,-6.34,0.004000000000000092,Agios Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/4298fc14-80ce-11ea-ace7-00000000092a.png,https://www.agios.com/,A,High,BB,Medium,BB,Medium,520,303,325,1148,16-04-2022,BBB,High,1439222
51,agnc,18.0000,9.9000,-44.99999999999999,-8.999999999999998,2.17,2.71,3.02,3.13,2.62,2.73,AGNC Investment Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,https://static.finnhub.io/logo/2f35e91b0085245b224c9799c269249eec328a9687dcd6c3345b79a268802cb0.png,https://agnc.com/,BB,Medium,B,Medium,BB,Medium,382,242,305,929,16-04-2022,BBB,High,1423689
52,agrx,1.5100,0.3400,-77.48344370860927,-15.496688741721854,-15.6,-24,-31.2,-12.02,-9.84,-18.532,Agile Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,https://static.finnhub.io/logo/ce934c88-80cf-11ea-8207-00000000092a.png,https://www.agiletherapeutics.com/,B,Medium,B,Medium,B,Medium,240,203,260,703,16-04-2022,B,Medium,1261249
53,agys,21.1700,84.2600,298.0160604629192,59.60321209258384,-0.32,0.22,0.81,0.82,0.97,0.5000000000000001,Agilysys Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/9f139b98-80df-11ea-bde1-00000000092a.png,https://www.agilysys.com/,A,High,BB,Medium,BB,Medium,500,303,300,1103,16-04-2022,BBB,High,78749
54,ahco,9.9900,11.5100,15.215215215215212,3.0430430430430424,0.1123,-0.54,0.45,0.26,-1.29,-0.20154,Adapthealth Corp,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/0d255d71bb558e608b96ab76dc546dbaef93419ed054817b132789da3b0c0350.png,https://adapthealth.com/investor-relations/,B,Medium,B,Medium,B,Medium,210,211,235,656,10-06-2022,B,Medium,1725255
56,adtn,13.7000,5.4400,-60.29197080291969,-12.058394160583939,0.11,0.26,0.37,0.62,-1.7154,-0.07108000000000003,ADTRAN Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,https://static.finnhub.io/logo/544d99910973b1d04b345cd611449e802ade0468588c1066ad0a5be905a80a84.png,https://www.adtran.com/,A,High,BB,Medium,BB,Medium,510,308,300,1118,16-04-2022,BBB,High,926282
57,adn,9.8400,0.1800,-98.17073170731707,-19.634146341463413,-0.3754,-0.2276,-0.58,-0.8735,-1.5309,-0.7174799999999999,Advent Technologies Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/adca3c2e-80da-11ea-9ab0-00000000092a.png,http://amciacquisition.com/,B,Medium,B,Medium,B,Medium,250,203,220,673,20-04-2022,B,Medium,1744494
59,airt,30.1900,22.2000,-26.46571712487579,-5.293143424975158,0.22,-0.14,-2.52,3.77,-4.3475,-0.6035,Air T Inc,USD,NASDAQ NMS - GLOBAL MARKET,Logistics and Transportation,https://static.finnhub.io/logo/9e54807a-80df-11ea-9dbf-00000000092a.png,http://www.airt.net/,B,Medium,B,Medium,BB,Medium,234,210,325,769,16-04-2022,BB,Medium,353184
60,akba,8.1900,1.8300,-77.65567765567766,-15.531135531135533,-2.36,-1.93,-1.7,-0.44,-0.2768,-1.3413599999999999,Akebia Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/7d6670f8-80cf-11ea-aab1-00000000092a.png,https://akebia.com/,B,Medium,B,Medium,B,Medium,200,218,215,633,16-04-2022,B,Medium,1517022
61,airg,12.8300,5.4500,-57.521434138737334,-11.504286827747467,0.33,0.05,-0.25,-0.06,-0.48,-0.08199999999999999,Airgain Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/ff72eaca-80db-11ea-a64a-00000000092a.png,http://www.airgain.com/,A,High,BB,Medium,BB,Medium,500,300,330,1130,16-04-2022,BBB,High,1272842
62,akam,71.7100,108.7600,51.666434249058725,10.333286849811746,4.5,5.22,5.74,5.37,6.21,5.4079999999999995,Akamai Technologies Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/0982f80bff901e6c53bbeda92444bf52ccfe7fb4b559716e0e2bc14037d6ca3f.png,https://www.akamai.com/,A,High,BB,Medium,BB,Medium,515,341,305,1161,16-04-2022,BBB,High,1086222
63,akts,5.8100,0.5911,-89.82616179001721,-17.96523235800344,-1.06,-1.08,-0.98,-0.96,-0.88,-0.992,Akoustis Technologies Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/c87e2de6-80db-11ea-b469-00000000092a.png,https://ir.akoustis.com/,B,Medium,BB,Medium,BBB,High,222,302,428,952,16-04-2022,BBB,High,1584754
64,aktx,3.5800,1.8650,-47.9050279329609,-9.58100558659218,-3.0275,-1.5676,-0.93,-0.8956,-0.08,-1.30014,Akari Therapeutics PLC,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,https://static.finnhub.io/logo/6566bacc-80cf-11ea-a49e-00000000092a.png,http://akaritx.com/,B,Medium,B,Medium,BB,Medium,225,216,305,746,16-04-2022,B,Medium,1541157
65,alco,27.2100,29.2800,7.60749724366042,1.521499448732084,2.9558,2.54,0.61,-0.22,-3.22,0.5331599999999999,Alico Inc,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,https://static.finnhub.io/logo/95b11e40-80df-11ea-8e03-00000000092a.png,https://www.alicoinc.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,16-04-2022,BBB,High,3545
66,aldx,9.0300,3.2700,-63.7873754152824,-12.75747508305648,-2.23,-1.12,-1.07,-1.06,-0.64,-1.2240000000000002,Aldeyra Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/4b4f9dba-80cf-11ea-87c6-00000000092a.png,https://www.aldeyra.com/,B,Medium,B,Medium,B,Medium,231,261,235,727,16-04-2022,B,Medium,1341235
67,alec,18.7200,6.0200,-67.84188034188034,-13.568376068376068,-1.7,-2.44,-0.54,-1.61,-1.55,-1.568,Alector Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/871e51b8-80da-11ea-b167-00000000092a.png,https://alector.com,B,Medium,B,Medium,BB,Medium,240,277,300,817,10-06-2022,BB,Medium,1653087
